Ticker
BBDC4
BBAS3
PETR4
AZUL4
CSAN3
B3SA3
ITSA4
ABEV3
MRFG3
BRFS3
USIM5
ITUB4
VALE3
NATU3
VBBR3
VAMO3
BRAV3
COGN3
MGLU3
BBDC3
ELET3
LREN3
PETR3
ASAI3
RAIL3
RAIZ4
CPLE6
CMIG4
EQTL3
ENEV3
RADL3
KLBN11
RDOR3
CVCB3
GGBR4
FLRY3
BPAC11
WEGE3
BBSE3
CSNA3
AURE3
ARML3
PETZ3
PCAR3
MOTV3
CEAB3
PRIO3
POMO4
GMAT3
JHSF3
BEEF3
RENT3
BHIA3
GOAU4
DASA3
SMFT3
SUZB3
HBSA3
CXSE3
HAPV3
QUAL3
VIVT3
MRVE3
CPLE3
UGPA3
STBP3
HYPE3
SBSP3
TIMS3
EMBR3
CAML3
ALOS3
CYRE3
BRAP4
CMIN3
TAEE11
LWSA3
ENGI11
TEND3
AZEV4
SAPR11
TOTS3
USIM3
ECOR3
CBAV3
AMER3
VIVA3
BRKM5
RAPT4
SBFG3
ELET6
TASA4
MOVI3
SMTO3
GRND3
SANB11
IFCM3
SIMH3
KLBN4
IGTI11
IGTI11
DIRR3
SEQL3
PSSA3
YDUQ3
MULT3
NEOE3
LIGT3
GGPS3
SRNA3
AZTE3
ANIM3
PGMN3
CURY3
AZZA3
RECV3
INTB3
CASH3
BRSR6
ISAE4
ODPV3
EGIE3
MILS3
HBOR3
SYNE3
SLCE3
DXCO3
MYPK3
CMIG3
CSMG3
TTEN3
ONCO3
MELK3
TUPY3
CPFE3
EZTC3
PRNR3
ALPA4
ALUP11
JALL3
LJQQ3
ESPA3
FRAS3
RCSL4
BPAN4
MTRE3
VVEO3
ITUB3
AZEV3
PORT3
AMBP3
HBRE3
LOGG3
SHUL4
MDNE3
SAPR4
PFRM3
ENJU3
ORVR3
IRBR3
BMGB4
BMOB3
EVEN3
VULC3
GUAR3
TFCO4
MDIA3
DESK3
PINE4
RANI3
LAVV3
PDGR3
POSI3
PMAM3
PLPL3
WIZC3
KEPL3
SEER3
MLAS3
OIBR3
OPCT3
SOJA3
AMAR3
ABCB4
GFSA3
TOKY3
JSLG3
TRIS3
LEVE3
PNVL3
ZAMP3
POMO3
TGMA3
KLBN3
FESA4
VTRU3
RCSL3
VLID3
FIQE3
CSED3
UNIP6
ALPK3
PTBL3
ROMI3
UCAS3
BLAU3
MATD3
BRST3
AGRO3
ALLD3
ITSA3
LOGN3
BRBI11
DMVF3
TAEE4
LVTC3
MEAL3
LPSB3
SAPR3
HOOT4
SHOW3
VITT3
RNEW4
AALR3
ETER3
TAEE3
AMOB3
DEXP3
SANB4
TCSA3
SANB3
RAPT3
LUPA3
LAND3
PDTC3
VIVR3
SCAR3
CSUD3
EUCA4
CEDO4
BRAP3
LUXM4
ATED3
FICT3
CAMB3
JFEN3
AERI3
BIED3
CEBR6
ALPA3
RNEW3
UNIP3
REAG3
AGXY3
CRPG5
GGBR3
GOAU3
TPIS3
BRKM3
BMEB4
EQPA3
CEBR3
BIOM3
BEES3
TASA3
BSLI3
DOTZ3
EALT4
TECN3
TELB4
WEST3
INEP3
TRAD3
ALUP4
MTSA4
BRSR3
ENGI4
RDNI3
NGRD3
RSID3
CLSC4
ENGI3
EPAR3
IGTI3
IGTI3
INEP4
FHER3
OIBR4
RSUL4
AMAR11
PINE3
CGRA4
BALM4
DOHL4
WHRL4
ALUP3
NUTR3
CTAX3
ISAE3
BGIP4
BEES4
OFSA3
AVLL3
WHRL3
DEXP4
MNPR3
BAZA3
BPAC3
HAGA4
RPMG3
BOBR4
BSLI4
REDE3
VSTE3
COCE5
BPAC5
MNDL3
EMAE4
EUCA3
ENMT3
CTKA4
CEBR5
AZEV11
WLMM4
CRPG3
PTNT4
EALT3
MGEL4
CGRA3
RVEE3
RVEE3
CPLE5
GEPA4
BRKM6
CGAS5
RNEW11
CTSA3
OSXB3
TKNO4
BNBR3
ENMT4
EKTR4
EQMA3B
AHEB3
TELB3
FESA3
HAGA3
PPLA11
PEAB4
CALI3
AFLT3
ESTR4
BMKS3
BGIP3
FIEI3
MOAR3
PSVM11
CTSA4
MRSA3B
GSHP3
MRSA5B
BIOM11
LUPA11
MRSA6B
PTNT3
PATI3
CEEB3
UNIP5
BMEB3
WLMM3
BMIN4
CBEE3
PLAS3
SNSY5
EQPA7
HBTS5
CLSC3
BAUH4
JOPA3
MWET4
BDLL3
RPAD5
NEXP3
ESTR3
MAPT4
PATI4
RPAD6
CGAS3
BALM3
CALI11
GEPA3
CCTY3
CCTY3
CEDO3
SOND6
EKTR3
PINE11
CRPG6
ELET5
DTCY3
NORD3
RPAD3
ADMF3
MSPA3
COCE3
IGTI4
IGTI4
CTKA3
BMIN3
GPAR3
